,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
664,35.0,Male,Berlin,Engineering Manager,20,6,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker",85000.0,0,75000.0,0,26,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,500
665,31.0,Male,Munich,Software Engineer,14,1.5,Senior,C++,"Javascript / Typescript, Java / Scala",75000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
666,37.0,Male,Berlin,Software Engineer,11,5,Senior,Python,"C/C++, SQL, Docker",73000.0,30000,67000.0,0,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
667,37.0,Male,Berlin,Backend Developer,12,2.6,Lead,Kotlin/PHP,"Kotlin, PHP, SQL",90000.0,0,84000.0,No Response,28,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,10.0,0
668,34.0,Male,Berlin,Mobile Developer,9,2,Senior,iOS,Swift,80000.0,10000,67000.0,0,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
669,42.0,Male,Friedrichshafen,Software Engineer,20,1,Senior,C++,"Python, C/C++, .NET",70000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
670,33.0,Female,Berlin,Data Scientist,8,4,Senior,Python ,"SQL, Google Cloud, Docker",77000.0,0,70000.0,0,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1700
671,26.0,Female,Moscow,Frontend Developer,6,0,Senior,JavaScript,Javascript / Typescript,33000.0,0,27000.0,0,0,Full-time,Unlimited contract,Russian,101-1000,Utilities and Manufacturing,No,0.0,0
672,46.0,Male,Stuttgart,Software Engineer,13,6,Middle,C++,Python,70000.0,3000,68000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,4.0,0
673,34.0,Male,Berlin,Lead Software Developer,13,2,Lead,C#,".NET, Kubernetes, Docker",65000.0,0,65000.0,0,30,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
674,35.0,Male,Berlin,Software Engineer,15,4,Senior,Java,"Python, SQL, AWS, Docker",85000.0,0,85000.0,0,25,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
675,27.0,Male,Berlin,Backend Developer,4,4,Senior,Go,"Python, C/C++, Go, AWS, Docker",70000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
676,31.0,Male,Berlin,Software Engineer,7,5,Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,10000,85000.0,0,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,Yes,0.0,600
677,24.0,Male,Berlin,Software Engineer,2,2,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,0,60000.0,0,28,Full-time,Unlimited contract,German,up to 10,Business Services,No,0.0,0
678,28.0,Male,Berlin,Data Engineer,7,3,Senior,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000.0,0,75000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
679,42.0,Male,Berlin,Backend Developer,18,2,Middle,PHP,No Response,53000.0,0,No Response,No Response,26,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
680,27.0,Male,Berlin,Data Scientist,5,1,Middle,Python,SQL,55000.0,0,No Response,No Response,24,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,8.0,0
681,30.0,Male,Hannover,Software Engineer,5,3,Middle,Python,"Javascript / Typescript, Java / Scala, SQL",45000.0,0,45000.0,0,30,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,8.0,0
682,26.0,Male,Berlin,Software Engineer,2,1.5,Middle,TypeScript,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000.0,3000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
683,37.0,Male,Walldorf,ML Engineer,15,15,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker",80000.0,15000,75000.0,15000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
684,39.0,Male,Munich,Software Engineer,8,7,Senior,Python,C/C++,130000.0,50000,125000.0,50000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
685,26.0,Female,Berlin,Tech recruiting,2.5,2.5,Middle,JS,Python,40000.0,1000,33000.0,0,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
686,30.0,Male,Hamburg,Data Scientist,5,4,Lead,Python,"R, SQL, AWS",80000.0,90000,70000.0,80000,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,25.0,0
687,44.0,Male,Frankfurt,Software Engineer,10,10,Senior,SAP ABAP,SAP / ABAP,75000.0,80000,73000.0,78000,30,Full-time,Unlimited contract,Russian,101-1000,Utilities and Manufacturing,No,0.0,0
688,26.0,Male,Munich,ML Engineer,5,4,Senior,Spark,"Python, Java / Scala, R, SQL",180000.0,0,190000.0,0,40,Self-employed,Temporary contract,German,up to 10,Business Services,No,0.0,0
689,30.0,Male,Munich,Software Engineer,10,6,Senior,Go,"Python, C/C++, Javascript / Typescript, Go",151872.0,37968,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
690,25.0,Female,Munich,ML Engineer,1,1,Junior,AI,"Python, SQL",57000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
691,34.0,Male,Paris,Data Scientist,11,0,Senior,Python,"Javascript / Typescript, R, SQL, Google Cloud",80000.0,10000,No Response,No Response,25,Full-time,Unlimited contract,French,1000+,Business Services,No,0.0,0
692,38.0,Female,Regensburg,ML Engineer,3,3,Middle,Python,"R, SQL",65000.0,0,60000.0,No Response,30,Full-time,Temporary contract,German,1000+,Utilities and Manufacturing,Yes,0.0,0
693,28.0,Male,Frankfurt,Mobile Developer,5,1,Senior,Swift,Swift,50000.0,0,50000.0,0,24,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
694,29.0,Female,Berlin,Data Scientist,2,2,Junior,R,Python,52000.0,0,No Response,No Response,30,Full-time,Unlimited contract,German,up to 10,Business Services,No,0.0,0
695,30.0,Female,Berlin,ML Engineer,5,1.5,Middle,pythin,"Python, SQL, Docker",51000.0,0,46000.0,No Response,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
696,28.0,Male,Warsaw,Software Engineer,6,0,Middle,C#,"Javascript / Typescript, .NET, SQL",52800.0,4400,47500.0,3900,26,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,0
697,42.0,Male,Berlin,Software Engineer,12,12,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,250
698,29.0,Male,Munich,Data Scientist,4,4,Middle,Python,"Java / Scala, SQL, AWS, Azure",61500.0,66500,53000.0,58000,30,Full-time,Unlimited contract,English,11-50,Business Services,No,4.0,0
699,29.0,Male,Munich,Software Engineer,4,4,Middle,R,"Python, SQL",78000.0,4000,78000.0,4000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
700,29.0,Female,Cologne,ML Engineer,1,1,Middle,julia,No Response,500000000.0,5000000000,500000000.0,50000000,99,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
701,27.0,Female,Berlin,Backend Developer,1,1,Junior,Java,No Response,42000.0,3000,42000.0,3000,28,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
702,36.0,Male,Berlin,CTO,15,13,C-Level Executive,Java & PHP,"Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",150000.0,50000,120000.0,30000,30,Full-time,Unlimited contract,German,101-1000,"Tech, Media and Telecom",No,0.0,0
703,37.0,Male,Munich,Software Engineer,14,6,Lead,Typescript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",84000.0,84000,84000.0,80000,30,Full-time,Unlimited contract,English,up to 10,Utilities and Manufacturing,No,40.0,0
704,31.0,Male,Amsterdam,Data Scientist,10,0,Lead,Python,"Javascript / Typescript, R, SQL, AWS, Azure, Docker",100000.0,20000,No Response,No Response,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
705,35.0,Male,Berlin,Data Analyst,5,5,Middle,R,"R, SQL, Google Cloud",49000.0,0,48000.0,0,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,400
706,27.0,Male,Berlin,Data Scientist,4,2,Junior,Python,"C/C++, Javascript / Typescript",60000.0,80000,No Response,No Response,15,Full-time,Temporary contract,English,51-100,Business Services,No,0.0,0
707,29.0,Male,Munich,Data Analyst ,6,4,Middle,Python,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",68000.0,4500,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,1500
708,36.0,Male,Berlin,Backend Developer,5,2,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,0,60000.0,0,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,600
709,33.0,Male,Munich,Backend Developer,10,10,Senior,Java,"Python, Kotlin, Go, Kubernetes",70000.0,0,70000.0,70000,30,Full-time,Unlimited contract,English,11-50,Business Services,No,20.0,0
710,42.0,Male,Berlin,Software Engineer,12,12,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,250
711,32.0,Female,Berlin,BI Analyst ,1,1,Junior,Sql ,Python,48000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
712,30.0,Male,Berlin,Software Engineer,10,7,Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker",115000.0,17000,100000.0,8500,28,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,200
713,29.0,Female,Berlin,Software Engineer,4,4,Middle,Java/Kotlin,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,15900,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,300
714,23.0,Male,Munich,ML Engineer,1,0,Junior,Python,"C/C++, SQL, Google Cloud, Docker",49000.0,0,No Response,No Response,0,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,Yes,0.0,0
715,35.0,Female,Berlin,Frontend Developer,2,2,Junior,React,Javascript / Typescript,40000.0,0,38000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,200
716,34.0,Male,Berlin,BI Developer / Data Engineer,10,5,Senior,SQL,Python,75000.0,7500,65000.0,65000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
717,34.0,Male,Berlin,DevOps,12,2,Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",94000.0,0,92000.0,0,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
718,31.0,Male,Munich,ML Engineer,4,4,Senior,Python,Python,100000.0,100000,86000.0,86000,20,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
719,34.0,Female,Berlin,QA Engineer,7,0,Senior,Java,"Java / Scala, SQL, Docker",55000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
720,33.0,Male,Munich,Frontend Developer,14,8,Senior,"Angular, Typescript","PHP, Javascript / Typescript",80000.0,0,No Response,No Response,28,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,0
721,33.0,Male,Frankfurt,Software Engineer,8,5,Senior,C#,"Javascript / Typescript, .NET, SQL",67000.0,6000,63500.0,5000,28,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,1500
722,33.0,Male,Munich,Backend Developer,12,0.5,Middle,PHP,"PHP, Javascript / Typescript, SQL, Docker",56000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
723,31.0,Male,Berlin,Backend Developer,5,2,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,0,60000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,40
724,42.0,Male,Berlin,Software Engineer,12,12,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,250
725,27.0,Male,Hamburg,Backend Developer,3,0,Middle,.net,"Javascript / Typescript, .NET, SQL, Docker",10001.0,0,No Response,No Response,0,Part-time,Temporary contract,English,11-50,Business Services,No,0.0,0
726,33.0,Male,Berlin,Product Manager,5,5,Middle,PM tools,No Response,70000.0,0,No Response,No Response,26,Full-time,Temporary contract,English,1000+,Utilities and Manufacturing,No,0.0,0
727,33.0,Male,Heilbronn,Senior Scrum Master (RTE),7,7,Lead,C++,C/C++,90000.0,0,104000.0,10000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,5.0,0
728,31.0,Male,Berlin,Backend Developer,9,9,Senior,"Grails, Groovy","Java / Scala, SQL, AWS",67473.0,0,63000.0,0,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
729,42.0,Male,Berlin,Software Engineer,12,12,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,250
730,30.0,Male,Berlin,Head of BI,7,7,Lead,Python,"Python, SQL, AWS, Kubernetes, Docker",100000.0,0,100000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
731,32.0,Female,Berlin,QA Engineer,10,4,Lead,Java,"Python, Kotlin, .NET, SQL, Go, Docker",65000.0,6000,55000.0,No Response,33,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
732,34.0,Male,Berlin,Software Engineer,16,5,Lead,Ruby,"Kotlin, Javascript / Typescript, Java / Scala",91000.0,0,91000.0,No Response,26,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
733,35.0,Male,Berlin,Data Scientist,15,10,Middle,C++,Python,60000.0,0,60000.0,0,30,Full-time,Temporary contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
734,33.0,Male,Munich,SRE,10,4,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker",79000.0,0,75000.0,3000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,28.0,0
735,39.0,Male,Dusseldorf,Technical project manager,12,4,Senior,PHP,SQL,65000.0,6000,58000.0,No Response,30,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,0
736,25.0,Female,Berlin,support engineer,2,2,Middle,python ,"Python, Javascript / Typescript, Ruby, SQL",45000.0,45000,12000.0,12000,26,Full-time,Unlimited contract,English,1000+,Entrepreneurship,Yes,0.0,0
737,34.0,Male,Munich,Frontend Developer,4,3,Middle,JavaScript,"Javascript / Typescript, Go",66000.0,0,66000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,30.0,0
738,28.0,Male,London,Software Engineer,8,0,Senior,.NET,"Javascript / Typescript, .NET, SQL, AWS",75000.0,6000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
739,35.0,Male,Berlin,Frontend Developer,6,1,Middle,React / JavaScript,Javascript / Typescript,66500.0,0,No Response,No Response,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,160
740,38.0,Male,Berlin,Backend Developer,8,8,Senior,Perl,"SQL, Go, AWS, Docker",64000.0,73000,64000.0,64000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,200
741,34.0,Male,Munich,Backend Developer,13,2,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",105000.0,15000,70000.0,7000,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
742,36.0,Male,Dortmund,Software Engineer,8,8,Senior,kotlin,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",83000.0,0,81000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,500
743,30.0,Female,Munich,Software Engineer,8,2,Senior,Java,"AWS, Docker",52000.0,0,52000.0,No Response,28,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,0
744,27.0,Male,Berlin,Data Engineer,6,3,Middle,Python,"Python, AWS",74000.0,21000,70000.0,0,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
745,27.0,Male,Berlin,QA Engineer,5,1.5,Middle,Java,"Python, Javascript / Typescript, Google Cloud, Kubernetes, Docker",56700.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,28.0,0
746,33.0,Male,Berlin,Software Engineer,7,1,Middle,Ruby,"Javascript / Typescript, Ruby, AWS, Docker",54000.0,0,No Response,No Response,28,Full-time,Temporary contract,English,51-100,Entrepreneurship,No,20.0,0
747,30.0,Female,Cologne,Data Scientist,8,7,Senior,"Python, cloud computing ","Python, SQL, AWS, Azure",85000.0,7000,83200.0,6800,30,Full-time,Unlimited contract,Bilingual,1000+,Utilities and Manufacturing,No,0.0,0
748,25.0,Male,Frankfurt,DevOps,2,2,Junior,Python,"Python, AWS, Kubernetes, Docker",65000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
749,38.0,Male,Berlin,Software Engineer,12,6,Senior,Java,Kotlin,92000.0,40000,85000.0,30000,365,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
750,30.0,Female,Jena,Software Engineer,4,4,Middle,JS,"Python, PHP, Javascript / Typescript, SQL, AWS",54000.0,0,No Response,No Response,0,Full-time,Temporary contract,English,101-1000,Education and Research,No,0.0,0
751,34.0,Male,Moscow,Software Architect,14,0,Lead,Haskell,"Python, C/C++, .NET, SQL",100000.0,0,80000.0,0,30,Full-time,Temporary contract,English,51-100,Utilities and Manufacturing,No,0.0,0
752,29.0,Male,Berlin,Frontend Developer,8,7,Senior,JavScript,"Javascript / Typescript, AWS, Docker",77250.0,87250,65000.0,72000,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,600
753,27.0,Male,Berlin,Backend Developer,3,0,Middle,Java,No Response,57000.0,0,No Response,No Response,0,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
754,36.0,Male,Berlin,Software Engineer,5,1,Middle,JavaScript,Javascript / Typescript,60000.0,0,60000.0,0,26,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
755,43.0,Male,Berlin,Software Engineer,20,3,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,20000,70000.0,10000,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,800
756,32.0,Male,Munich,Frontend Developer,10,4,Lead,js,Javascript / Typescript,80000.0,85000,No Response,No Response,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
757,28.0,Male,Berlin,ML Engineer,0,1,Junior,python,"Python, Docker",48000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,Yes,40.0,0
758,36.0,Male,Nuremberg,Software Engineer,20,20,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000.0,6000,74000.0,6000,28,Full-time,Unlimited contract,German,1000+,Finance,No,0.0,0
759,26.0,Male,Berlin,Backend Developer,2,2,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker",25000.0,1000,25000.0,700,24,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,0
760,34.0,Male,Stuttgart,Software Engineer,6,6,Lead,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,1000,70000.0,0,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
761,25.0,Male,Stuttgart,Data Scientist,0,0,Junior,Python ,"R, SQL, Hadoop Hive",58000.0,0,No Response,No Response,30,Full-time,Unlimited contract,German,1000+,General,No,0.0,0
762,30.0,Male,Frankfurt,Big Data Engineer,3,3,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,3000,47000.0,47000,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
